country;group;week;zscore
Germany;Total;2020-03;-1.03
Germany;Total;2020-04;-1.27
Germany;Total;2020-05;0.21
Germany;Total;2020-06;-0.92
Germany;Total;2020-07;0.13
Germany;Total;2020-08;-0.87
Germany;Total;2020-09;0.18
Germany;Total;2020-10;0.65
Germany;Total;2020-11;1.2
Germany;Total;2020-12;1.28
Germany;Total;2020-13;1.53
Germany;Total;2020-14;3.58
Germany;Total;2020-15;3.7
Germany;Total;2020-16;1.91
Germany;Total;2020-17;1.01
Germany;Total;2020-18;0.21
Germany;Total;2020-19;0.08
Germany;Total;2020-20;-0.81
Germany;Total;2020-21;-0.14
Germany;Total;2020-22;-0.57
Germany;Total;2020-23;0.68
Germany;Total;2020-24;-0.33
Germany;Total;2020-25;-0.48
Germany;Total;2020-26;1.45
Germany;Total;2020-27;-0.01
Germany;Total;2020-28;-0.5
Germany;Total;2020-29;0.35
Germany;Total;2020-30;1.05
Germany;Total;2020-31;2.08
Germany;Total;2020-32;2.1
Germany;Total;2020-33;6.18
Germany;Total;2020-34;2.03
Germany;Total;2020-35;0.12
Germany;Total;2020-36;0.16
Germany;Total;2020-37;0.61
Germany;Total;2020-38;1.08
Germany;Total;2020-39;0.55
Germany;Total;2020-40;0.52
Germany;Total;2020-41;-0.07
Germany;Total;2020-42;0.02
Germany;Total;2020-43;1.18
Germany;Total;2020-44;0.76
Germany;Total;2020-45;1.12
Germany;Total;2020-46;1.99
Germany;Total;2020-47;2.37
Germany;Total;2020-48;3.87
Germany;Total;2020-49;5.59
Germany;Total;2020-50;7.39
Germany;Total;2020-51;8.12
Germany;Total;2020-52;9.02
Germany;Total;2020-53;8.72
Germany;Total;2021-01;7.6
Germany;Total;2021-02;6.89
Germany;Total;2021-03;6.22
Germany;Total;2021-04;4.06
Germany;Total;2021-05;2.74
Germany;Total;2021-06;1.56
Germany;Total;2021-07;0.99
Germany;Total;2021-08;-1.28
Germany;Total;2021-09;-1.96
Germany;Total;2021-10;-1.5
Germany;Total;2021-11;-1.66
Germany;Total;2021-12;-1.27
Germany;Total;2021-13;-0.82
Germany;Total;2021-14;0.15
Germany;Total;2021-15;0.93
Germany;Total;2021-16;1.65
Germany;Total;2021-17;2.55
Germany;Total;2021-18;2.53
Germany;Total;2021-19;1.52
Germany;Total;2021-20;0.43
Germany;Total;2021-21;-0.42
Germany;Total;2021-22;1.8
Germany;Total;2021-23;0.65
Germany;Total;2021-24;3.98
Germany;Total;2021-25;0.62
Germany;Total;2021-26;0.45
Germany;Total;2021-27;0.54
Germany;Total;2021-28;1.9
Germany;Total;2021-29;1.84
Germany;Total;2021-30;1.08
Germany;Total;2021-31;0.67
Germany;Total;2021-32;1.6
Germany;Total;2021-33;1.36
Germany;Total;2021-34;0.52
Germany;Total;2021-35;0.67
Germany;Total;2021-36;3.31
Germany;Total;2021-37;1.49
Germany;Total;2021-38;1.35
Germany;Total;2021-39;0.95
Germany;Total;2021-40;0.72
Germany;Total;2021-41;1.71
Germany;Total;2021-42;2.78
Germany;Total;2021-43;3.47
Germany;Total;2021-44;3.1
Germany;Total;2021-45;3.77
Germany;Total;2021-46;5.47
Germany;Total;2021-47;6.54
Germany;Total;2021-48;7.54
Germany;Total;2021-49;6.88
Germany;Total;2021-50;4.94
Germany;Total;2021-51;3.84
Germany;Total;2021-52;3.13
Germany;Total;2022-01;0.81
Germany;Total;2022-02;-0.67
Germany;Total;2022-03;-0.85
Germany;Total;2022-04;-0.27
Germany;Total;2022-05;0.51
Germany;Total;2022-06;0.26
Germany;Total;2022-07;1.45
Germany;Total;2022-08;0.4
Germany;Total;2022-09;1.17
Germany;Total;2022-10;2.13
Germany;Total;2022-11;2.64
Germany;Total;2022-12;2.74
Germany;Total;2022-13;2.56
Germany;Total;2022-14;3.04
Germany;Total;2022-15;2.28
Germany;Total;2022-16;1.48
Germany;Total;2022-17;1.51
Germany;Total;2022-18;1.63
Germany;Total;2022-19;2.05
Germany;Total;2022-20;1.15
Germany;Total;2022-21;-1.06
Germany;Total;2022-22;0.91
Germany;Total;2022-23;0.97
Germany;Total;2022-24;2.16
Germany;Total;2022-25;3.42
Germany;Total;2022-26;2.7
Germany;Total;2022-27;2.12
Germany;Total;2022-28;3.73
Germany;Total;2022-29;7.34
Germany;Total;2022-30;6.11
Germany;Total;2022-31;5.5
Germany;Total;2022-32;5.17
Germany;Total;2022-33;5.2
Germany;Total;2022-34;3.32
Germany;Total;2022-35;1.86
Germany;Total;2022-36;2.53
Germany;Total;2022-37;1.2
Germany;Total;2022-38;2.46
Germany;Total;2022-39;4.51
Germany;Total;2022-40;4.52
Germany;Total;2022-41;6.19
Germany;Total;2022-42;5.82
Germany;Total;2022-43;4.67
Germany;Total;2022-44;1.6
Germany;Total;2022-45;1.54
Germany;Total;2022-46;2.23
Germany;Total;2022-47;2.85
Germany;Total;2022-48;3.74
Germany;Total;2022-49;6.19
Germany;Total;2022-50;8.72
Germany;Total;2022-51;12.13
Germany;Total;2022-52;10.02
Germany;Total;2023-01;7.08
Germany;Total;2023-02;3.02
Germany;Total;2023-03;0.74
Germany;Total;2023-04;-0.18
Germany;Total;2023-05;0.52
Germany;Total;2023-06;-0.32
Germany;Total;2023-07;0.52
Germany;Total;2023-08;0.54
Germany;Total;2023-09;0.96
Germany;Total;2023-10;2.61
Germany;Total;2023-11;2.69
Germany;Total;2023-12;2.29
Germany;Total;2023-13;1.63
Germany;Total;2023-14;0.65
Germany;Total;2023-15;1.33
Germany;Total;2023-16;1.26
Germany;Total;2023-17;0.67
Germany;Total;2023-18;0.6
Germany;Total;2023-19;0.68
Germany;Total;2023-20;0.11
Germany;Total;2023-21;0.47
Germany;Total;2023-22;0.08
Germany;Total;2023-23;1.1
Germany;Total;2023-24;0.34
Germany;Total;2023-25;1.03
Germany;Total;2023-26;-0.78
Germany;Total;2023-27;-0.41
Germany;Total;2023-28;0.81
Germany;Total;2023-29;-0.94
Germany;Total;2023-30;-0.63
Germany;Total;2023-31;-0.79
Germany;Total;2023-32;0.25
Germany;Total;2023-33;1.97
Germany;Total;2023-34;1.25
Germany;Total;2023-35;-1.62
Germany;Total;2023-36;0.71
Germany;Total;2023-37;0
Germany;Total;2023-38;-1.33
Germany;Total;2023-39;-1.14
Germany;Total;2023-40;-0.52
Germany;Total;2023-41;0.23
Germany;Total;2023-42;1.08
Germany;Total;2023-43;2.03
Germany;Total;2023-44;1.88
Germany;Total;2023-45;1.79
Germany;Total;2023-46;1.72
Germany;Total;2023-47;1.66
Germany;Total;2023-48;2.9
Germany;Total;2023-49;3.97
Germany;Total;2023-50;3.07
Germany;Total;2023-51;3.32
Germany;Total;2023-52;1.48
Germany;Total;2024-01;1.17
Germany;Total;2024-02;0.49
Germany;Total;2024-03;1
Germany;Total;2024-04;1.43
Germany;Total;2024-05;1.15
Germany;Total;2024-06;1.71
Germany;Total;2024-07;0.25
Germany;Total;2024-08;-1.15
Germany;Total;2024-09;-1.48
Germany;Total;2024-10;-2.19
Germany;Total;2024-11;-1.84
Germany;Total;2024-12;-2.69
Germany;Total;2024-13;-2.17
Germany;Total;2024-14;-1.51
Germany;Total;2024-15;-2.39
Germany;Total;2024-16;-2.51
Germany;Total;2024-17;-1.2
Germany;Total;2024-18;-0.28
Germany;Total;2024-19;-1.36
Germany;Total;2024-20;0.03
Germany;Total;2024-21;-1.73
Germany;Total;2024-22;-1.56
Germany;Total;2024-23;-1.37
Germany;Total;2024-24;-0.4
Germany;Total;2024-25;0.55
Germany;Total;2024-26;2.46
Germany;Total;2024-27;-1
Germany;Total;2024-28;0.82
Germany;Total;2024-29;0.82
Germany;Total;2024-30;-0.88
Germany;Total;2024-31;0.18
Germany;Total;2024-32;-0.46
Germany;Total;2024-33;1.15
Germany;Total;2024-34;-1.06
Germany;Total;2024-35;-0.06
Germany;Total;2024-36;0.71
Germany;Total;2024-37;-1.51
Germany;Total;2024-38;0.59
Germany;Total;2024-39;0.24
Germany;Total;2024-40;-0.03
Germany;Total;2024-41;1.22
Germany;Total;2024-42;1.24
Germany;Total;2024-43;0.19
Germany;Total;2024-44;-0.56
Germany;Total;2024-45;-0.61
Germany;Total;2024-46;0.02
Germany;Total;2024-47;0.26
Germany;Total;2024-48;0.08
Germany;Total;2024-49;0.79
Germany;Total;2024-50;0.72
Greece;Total;2018-52;3.25
Greece;Total;2019-01;3.71
Greece;Total;2019-02;6.51
Greece;Total;2019-03;5.95
Greece;Total;2019-04;4.61
Greece;Total;2019-05;4.83
Greece;Total;2019-06;3.91
Greece;Total;2019-07;2.35
Greece;Total;2019-08;3.09
Greece;Total;2019-09;3.88
Greece;Total;2019-10;2.03
Greece;Total;2019-11;1.58
Greece;Total;2019-12;0.95
Greece;Total;2019-13;0.5
Greece;Total;2019-14;1.29
Greece;Total;2019-15;0.42
Greece;Total;2019-16;-0.26
Greece;Total;2019-17;1.37
Greece;Total;2019-18;1.02
Greece;Total;2019-19;0.74
Greece;Total;2019-20;0.38
Greece;Total;2019-21;-0.13
Greece;Total;2019-22;0.6
Greece;Total;2019-23;0.63
Greece;Total;2019-24;3.03
Greece;Total;2019-25;1.52
Greece;Total;2019-26;2.05
Greece;Total;2019-27;1.65
Greece;Total;2019-28;0.84
Greece;Total;2019-29;-0.66
Greece;Total;2019-30;1.58
Greece;Total;2019-31;1.98
Greece;Total;2019-32;2.07
Greece;Total;2019-33;1.8
Greece;Total;2019-34;1.09
Greece;Total;2019-35;1.82
Greece;Total;2019-36;-0.24
Greece;Total;2019-37;-0.56
Greece;Total;2019-38;-0.35
Greece;Total;2019-39;-0.47
Greece;Total;2019-40;0.08
Greece;Total;2019-41;-0.83
Greece;Total;2019-42;-0.34
Greece;Total;2019-43;0.06
Greece;Total;2019-44;0.98
Greece;Total;2019-45;1.03
Greece;Total;2019-46;0.27
Greece;Total;2019-47;0.17
Greece;Total;2019-48;1.68
Greece;Total;2019-49;2.54
Greece;Total;2019-50;1.98
Greece;Total;2019-51;1.8
Greece;Total;2019-52;1.84
Greece;Total;2020-01;3.97
Greece;Total;2020-02;5.15
Greece;Total;2020-03;4.65
Greece;Total;2020-04;3.97
Greece;Total;2020-05;5.48
Greece;Total;2020-06;4.37
Greece;Total;2020-07;3.87
Greece;Total;2020-08;1.52
Greece;Total;2020-09;2.12
Greece;Total;2020-10;2.82
Greece;Total;2020-11;2.5
Greece;Total;2020-12;2.19
Greece;Total;2020-13;1.41
Greece;Total;2020-14;1.51
Greece;Total;2020-15;0.73
Greece;Total;2020-16;-0.03
Greece;Total;2020-17;-0.52
Greece;Total;2020-18;0.4
Greece;Total;2020-19;-1.09
Greece;Total;2020-20;1.99
Greece;Total;2020-21;0.79
Greece;Total;2020-22;-2.46
Greece;Total;2020-23;-1.06
Greece;Total;2020-24;-0.08
Greece;Total;2020-25;1.34
Greece;Total;2020-26;-0.18
Greece;Total;2020-27;4.05
Greece;Total;2020-28;0.93
Greece;Total;2020-29;-0.42
Greece;Total;2020-30;0.56
Greece;Total;2020-31;4.52
Greece;Total;2020-32;3.1
Greece;Total;2020-33;1.7
Greece;Total;2020-34;1.82
Greece;Total;2020-35;1.18
Greece;Total;2020-36;1.39
Greece;Total;2020-37;1.04
Greece;Total;2020-38;1.06
Greece;Total;2020-39;-0.02
Greece;Total;2020-40;0.49
Greece;Total;2020-41;0.41
Greece;Total;2020-42;-0.25
Greece;Total;2020-43;0.39
Greece;Total;2020-44;1.66
Greece;Total;2020-45;2.99
Greece;Total;2020-46;4.95
Greece;Total;2020-47;7.63
Greece;Total;2020-48;8.78
Greece;Total;2020-49;8.74
Greece;Total;2020-50;6.95
Greece;Total;2020-51;5.49
Greece;Total;2020-52;4.06
Greece;Total;2020-53;3.34
Greece;Total;2021-01;2.73
Greece;Total;2021-02;1.69
Greece;Total;2021-03;2.84
Greece;Total;2021-04;2.62
Greece;Total;2021-05;1.59
Greece;Total;2021-06;1.28
Greece;Total;2021-07;1.82
Greece;Total;2021-08;2.84
Greece;Total;2021-09;3.32
Greece;Total;2021-10;2.8
Greece;Total;2021-11;3.88
Greece;Total;2021-12;3.82
Greece;Total;2021-13;5.39
Greece;Total;2021-14;4.98
Greece;Total;2021-15;5.6
Greece;Total;2021-16;4.15
Greece;Total;2021-17;4.43
Greece;Total;2021-18;5.6
Greece;Total;2021-19;1.73
Greece;Total;2021-20;3.03
Greece;Total;2021-21;2.85
Greece;Total;2021-22;0.67
Greece;Total;2021-23;1.56
Greece;Total;2021-24;0.89
Greece;Total;2021-25;6.62
Greece;Total;2021-26;8.11
Greece;Total;2021-27;4.26
Greece;Total;2021-28;4.43
Greece;Total;2021-29;2.56
Greece;Total;2021-30;5.3
Greece;Total;2021-31;13.55
Greece;Total;2021-32;6.68
Greece;Total;2021-33;4.6
Greece;Total;2021-34;5.38
Greece;Total;2021-35;3.34
Greece;Total;2021-36;3.27
Greece;Total;2021-37;4.88
Greece;Total;2021-38;3.58
Greece;Total;2021-39;2.32
Greece;Total;2021-40;2.44
Greece;Total;2021-41;3.04
Greece;Total;2021-42;3.5
Greece;Total;2021-43;4.43
Greece;Total;2021-44;6.52
Greece;Total;2021-45;5.61
Greece;Total;2021-46;6.93
Greece;Total;2021-47;7.64
Greece;Total;2021-48;7.33
Greece;Total;2021-49;7.72
Greece;Total;2021-50;8.14
Greece;Total;2021-51;8.32
Greece;Total;2021-52;7.79
Greece;Total;2022-01;7.47
Greece;Total;2022-02;8.21
Greece;Total;2022-03;7.67
Greece;Total;2022-04;9.98
Greece;Total;2022-05;9.15
Greece;Total;2022-06;7.01
Greece;Total;2022-07;5.9
Greece;Total;2022-08;3.82
Greece;Total;2022-09;4.19
Greece;Total;2022-10;4.19
Greece;Total;2022-11;6.01
Greece;Total;2022-12;6.07
Greece;Total;2022-13;5.88
Greece;Total;2022-14;4.64
Greece;Total;2022-15;4.56
Greece;Total;2022-16;3.01
Greece;Total;2022-17;3.01
Greece;Total;2022-18;0.45
Greece;Total;2022-19;1.9
Greece;Total;2022-20;1.28
Greece;Total;2022-21;1.69
Greece;Total;2022-22;3.03
Greece;Total;2022-23;1.06
Greece;Total;2022-24;0.29
Greece;Total;2022-25;2.21
Greece;Total;2022-26;2.94
Greece;Total;2022-27;4.34
Greece;Total;2022-28;3.16
Greece;Total;2022-29;4.43
Greece;Total;2022-30;8.31
Greece;Total;2022-31;7.33
Greece;Total;2022-32;4.77
Greece;Total;2022-33;3.72
Greece;Total;2022-34;1.93
Greece;Total;2022-35;2.17
Greece;Total;2022-36;0.57
Greece;Total;2022-37;0.74
Greece;Total;2022-38;-0.18
Greece;Total;2022-39;1.77
Greece;Total;2022-40;0.12
Greece;Total;2022-41;0.45
Greece;Total;2022-42;1.13
Greece;Total;2022-43;1.94
Greece;Total;2022-44;2.17
Greece;Total;2022-45;1.62
Greece;Total;2022-46;3.22
Greece;Total;2022-47;2.18
Greece;Total;2022-48;4.02
Greece;Total;2022-49;3.72
Greece;Total;2022-50;2.82
Greece;Total;2022-51;3.63
Greece;Total;2022-52;5.7
Greece;Total;2023-01;5.56
Greece;Total;2023-02;5.9
Greece;Total;2023-03;5.34
Greece;Total;2023-04;4.07
Greece;Total;2023-05;3.65
Greece;Total;2023-06;4.04
Greece;Total;2023-07;4.36
Greece;Total;2023-08;3.47
Greece;Total;2023-09;2.86
Greece;Total;2023-10;1.57
Greece;Total;2023-11;0.38
Greece;Total;2023-12;1.09
Greece;Total;2023-13;0.92
Greece;Total;2023-14;-0.37
Greece;Total;2023-15;0.42
Greece;Total;2023-16;1.26
Greece;Total;2023-17;0.45
Greece;Total;2023-18;0.54
Greece;Total;2023-19;-0.4
Greece;Total;2023-20;-0.34
Greece;Total;2023-21;-0.05
Greece;Total;2023-22;-0.51
Greece;Total;2023-23;0.4
Greece;Total;2023-24;-0.76
Greece;Total;2023-25;0.56
Greece;Total;2023-26;-0.85
Greece;Total;2023-27;1.18
Greece;Total;2023-28;1.74
Greece;Total;2023-29;6.95
Greece;Total;2023-30;6.05
Greece;Total;2023-31;1.13
Greece;Total;2023-32;-0.65
Greece;Total;2023-33;1.72
Greece;Total;2023-34;3.93
Greece;Total;2023-35;1.25
Greece;Total;2023-36;-0.37
Greece;Total;2023-37;0.46
Greece;Total;2023-38;0.91
Greece;Total;2023-39;-0.11
Greece;Total;2023-40;-0.88
Greece;Total;2023-41;-1.18
Greece;Total;2023-42;0.43
Greece;Total;2023-43;0.73
Greece;Total;2023-44;-0.35
Greece;Total;2023-45;-0.69
Greece;Total;2023-46;-0.63
Greece;Total;2023-47;1.46
Greece;Total;2023-48;2.3
Greece;Total;2023-49;1.04
Greece;Total;2023-50;3.16
Greece;Total;2023-51;3.73
Greece;Total;2023-52;4.79
Greece;Total;2024-01;5.05
Greece;Total;2024-02;4.17
Greece;Total;2024-03;4.32
Greece;Total;2024-04;2.54
Greece;Total;2024-05;2.43
Greece;Total;2024-06;2.38
Greece;Total;2024-07;0.1
Greece;Total;2024-08;0.37
Greece;Total;2024-09;-0.09
Greece;Total;2024-10;-0.81
Greece;Total;2024-11;-1.17
Greece;Total;2024-12;-1.02
Greece;Total;2024-13;-0.04
Greece;Total;2024-14;-0.88
Greece;Total;2024-15;-1.23
Greece;Total;2024-16;-1.79
Greece;Total;2024-17;-1.85
Greece;Total;2024-18;-1.56
Greece;Total;2024-19;-0.19
Greece;Total;2024-20;-1.33
Greece;Total;2024-21;0.42
Greece;Total;2024-22;-1.8
Greece;Total;2024-23;1.95
Greece;Total;2024-24;1.2
Greece;Total;2024-25;2.19
Greece;Total;2024-26;0.63
Greece;Total;2024-27;0.79
Greece;Total;2024-28;3.53
Greece;Total;2024-29;8.24
Greece;Total;2024-30;4.98
Greece;Total;2024-31;2.84
Greece;Total;2024-32;1.42
Greece;Total;2024-33;3.71
Greece;Total;2024-34;1.4
Greece;Total;2024-35;1.34
Greece;Total;2024-36;1.46
Greece;Total;2024-37;0.13
Greece;Total;2024-38;-0.45
Greece;Total;2024-39;0.27
Greece;Total;2024-40;0.11
Greece;Total;2024-41;-0.17
Greece;Total;2024-42;-0.45
Greece;Total;2024-43;-0.14
Greece;Total;2024-44;0.3
Greece;Total;2024-45;0.85
Greece;Total;2024-46;2.06
Greece;Total;2024-47;1.45
Greece;Total;2024-48;2.02
Greece;Total;2024-49;2.22
Greece;Total;2024-50;1.36
Hungary;Total;2018-52;2.49
Hungary;Total;2019-01;4
Hungary;Total;2019-02;4.26
Hungary;Total;2019-03;3.76
Hungary;Total;2019-04;5.05
Hungary;Total;2019-05;6.4
Hungary;Total;2019-06;5.63
Hungary;Total;2019-07;3.91
Hungary;Total;2019-08;3.06
Hungary;Total;2019-09;3.54
Hungary;Total;2019-10;1.99
Hungary;Total;2019-11;2.24
Hungary;Total;2019-12;0.29
Hungary;Total;2019-13;-0.21
Hungary;Total;2019-14;0.18
Hungary;Total;2019-15;0.04
Hungary;Total;2019-16;-0.36
Hungary;Total;2019-17;0.81
Hungary;Total;2019-18;0.14
Hungary;Total;2019-19;-0.03
Hungary;Total;2019-20;-0.78
Hungary;Total;2019-21;0.22
Hungary;Total;2019-22;-0.87
Hungary;Total;2019-23;0.42
Hungary;Total;2019-24;3.58
Hungary;Total;2019-25;-0.03
Hungary;Total;2019-26;0.14
Hungary;Total;2019-27;0.21
Hungary;Total;2019-28;-1.58
Hungary;Total;2019-29;0.54
Hungary;Total;2019-30;2.39
Hungary;Total;2019-31;-0.56
Hungary;Total;2019-32;-0.5
Hungary;Total;2019-33;-0.39
Hungary;Total;2019-34;-0.49
Hungary;Total;2019-35;0.87
Hungary;Total;2019-36;-0.94
Hungary;Total;2019-37;-1.48
Hungary;Total;2019-38;-0.68
Hungary;Total;2019-39;1.49
Hungary;Total;2019-40;0.92
Hungary;Total;2019-41;-0.01
Hungary;Total;2019-42;-0.07
Hungary;Total;2019-43;-0.61
Hungary;Total;2019-44;-1.41
Hungary;Total;2019-45;-0.09
Hungary;Total;2019-46;-1.04
Hungary;Total;2019-47;-1.66
Hungary;Total;2019-48;-1.27
Hungary;Total;2019-49;0.37
Hungary;Total;2019-50;-0.02
Hungary;Total;2019-51;0.11
Hungary;Total;2019-52;-0.38
Hungary;Total;2020-01;0.9
Hungary;Total;2020-02;0.49
Hungary;Total;2020-03;0.41
Hungary;Total;2020-04;1.43
Hungary;Total;2020-05;2.03
Hungary;Total;2020-06;0.85
Hungary;Total;2020-07;1.78
Hungary;Total;2020-08;0.67
Hungary;Total;2020-09;2.34
Hungary;Total;2020-10;1.14
Hungary;Total;2020-11;1.16
Hungary;Total;2020-12;3.01
Hungary;Total;2020-13;1.6
Hungary;Total;2020-14;1.17
Hungary;Total;2020-15;1.66
Hungary;Total;2020-16;1.52
Hungary;Total;2020-17;0.26
Hungary;Total;2020-18;-0.59
Hungary;Total;2020-19;0.07
Hungary;Total;2020-20;0.55
Hungary;Total;2020-21;-1.56
Hungary;Total;2020-22;-0.57
Hungary;Total;2020-23;1.33
Hungary;Total;2020-24;0.48
Hungary;Total;2020-25;-1.5
Hungary;Total;2020-26;0.56
Hungary;Total;2020-27;0.99
Hungary;Total;2020-28;-0.29
Hungary;Total;2020-29;-0.96
Hungary;Total;2020-30;-0.56
Hungary;Total;2020-31;1.22
Hungary;Total;2020-32;0.87
Hungary;Total;2020-33;0.34
Hungary;Total;2020-34;-0.25
Hungary;Total;2020-35;-0.66
Hungary;Total;2020-36;-0.54
Hungary;Total;2020-37;0.36
Hungary;Total;2020-38;1.4
Hungary;Total;2020-39;1.23
Hungary;Total;2020-40;2.01
Hungary;Total;2020-41;1.78
Hungary;Total;2020-42;3.37
Hungary;Total;2020-43;5.26
Hungary;Total;2020-44;6.6
Hungary;Total;2020-45;9.47
Hungary;Total;2020-46;12.49
Hungary;Total;2020-47;11.94
Hungary;Total;2020-48;12.5
Hungary;Total;2020-49;12.95
Hungary;Total;2020-50;12.3
Hungary;Total;2020-51;9.52
Hungary;Total;2020-52;9.47
Hungary;Total;2020-53;7.61
Hungary;Total;2021-01;5.45
Hungary;Total;2021-02;5.33
Hungary;Total;2021-03;4.14
Hungary;Total;2021-04;2.9
Hungary;Total;2021-05;2.84
Hungary;Total;2021-06;2.9
Hungary;Total;2021-07;3.37
Hungary;Total;2021-08;5.41
Hungary;Total;2021-09;6.37
Hungary;Total;2021-10;10.57
Hungary;Total;2021-11;14.5
Hungary;Total;2021-12;16.78
Hungary;Total;2021-13;16.98
Hungary;Total;2021-14;14.5
Hungary;Total;2021-15;10.07
Hungary;Total;2021-16;7.93
Hungary;Total;2021-17;5.84
Hungary;Total;2021-18;3.93
Hungary;Total;2021-19;2.42
Hungary;Total;2021-20;1.19
Hungary;Total;2021-21;0.76
Hungary;Total;2021-22;1.56
Hungary;Total;2021-23;1.29
Hungary;Total;2021-24;1.34
Hungary;Total;2021-25;4.14
Hungary;Total;2021-26;1.7
Hungary;Total;2021-27;1.4
Hungary;Total;2021-28;2.03
Hungary;Total;2021-29;-1
Hungary;Total;2021-30;2.48
Hungary;Total;2021-31;-0.39
Hungary;Total;2021-32;1.1
Hungary;Total;2021-33;-0.41
Hungary;Total;2021-34;-1.03
Hungary;Total;2021-35;-0.04
Hungary;Total;2021-36;1.04
Hungary;Total;2021-37;1.42
Hungary;Total;2021-38;0.47
Hungary;Total;2021-39;0.84
Hungary;Total;2021-40;1.48
Hungary;Total;2021-41;2.46
Hungary;Total;2021-42;2.33
Hungary;Total;2021-43;4.75
Hungary;Total;2021-44;7.63
Hungary;Total;2021-45;8.92
Hungary;Total;2021-46;9.77
Hungary;Total;2021-47;12.17
Hungary;Total;2021-48;12.92
Hungary;Total;2021-49;11.24
Hungary;Total;2021-50;8.82
Hungary;Total;2021-51;7.39
Hungary;Total;2021-52;6.56
Hungary;Total;2022-01;4.87
Hungary;Total;2022-02;2.91
Hungary;Total;2022-03;2.45
Hungary;Total;2022-04;3.1
Hungary;Total;2022-05;4.81
Hungary;Total;2022-06;5.08
Hungary;Total;2022-07;5.48
Hungary;Total;2022-08;4.22
Hungary;Total;2022-09;3.36
Hungary;Total;2022-10;2.52
Hungary;Total;2022-11;3.6
Hungary;Total;2022-12;2.91
Hungary;Total;2022-13;3.31
Hungary;Total;2022-14;3.28
Hungary;Total;2022-15;1.64
Hungary;Total;2022-16;2.33
Hungary;Total;2022-17;2.67
Hungary;Total;2022-18;1.28
Hungary;Total;2022-19;0.99
Hungary;Total;2022-20;-0.3
Hungary;Total;2022-21;-0.81
Hungary;Total;2022-22;0.83
Hungary;Total;2022-23;1.01
Hungary;Total;2022-24;-1.45
Hungary;Total;2022-25;0.86
Hungary;Total;2022-26;4.84
Hungary;Total;2022-27;0.47
Hungary;Total;2022-28;-0.25
Hungary;Total;2022-29;3.89
Hungary;Total;2022-30;2.7
Hungary;Total;2022-31;1.11
Hungary;Total;2022-32;1.45
Hungary;Total;2022-33;2.96
Hungary;Total;2022-34;0.75
Hungary;Total;2022-35;-0.47
Hungary;Total;2022-36;0.62
Hungary;Total;2022-37;-0.35
Hungary;Total;2022-38;1.73
Hungary;Total;2022-39;3.92
Hungary;Total;2022-40;2.12
Hungary;Total;2022-41;2.22
Hungary;Total;2022-42;1.14
Hungary;Total;2022-43;1.38
Hungary;Total;2022-44;0.69
Hungary;Total;2022-45;0.59
Hungary;Total;2022-46;0.8
Hungary;Total;2022-47;1.14
Hungary;Total;2022-48;1.33
Hungary;Total;2022-49;2.77
Hungary;Total;2022-50;2.3
Hungary;Total;2022-51;2.97
Hungary;Total;2022-52;3.69
Hungary;Total;2023-01;2.06
Hungary;Total;2023-02;0.95
Hungary;Total;2023-03;0.87
Hungary;Total;2023-04;-0.24
Hungary;Total;2023-05;1.3
Hungary;Total;2023-06;1.53
Hungary;Total;2023-07;2.81
Hungary;Total;2023-08;2.89
Hungary;Total;2023-09;2.07
Hungary;Total;2023-10;2.67
Hungary;Total;2023-11;2.91
Hungary;Total;2023-12;2.67
Hungary;Total;2023-13;1.83
Hungary;Total;2023-14;0.95
Hungary;Total;2023-15;1.42
Hungary;Total;2023-16;0.94
Hungary;Total;2023-17;0.04
Hungary;Total;2023-18;0.65
Hungary;Total;2023-19;-0.42
Hungary;Total;2023-20;0.48
Hungary;Total;2023-21;0.29
Hungary;Total;2023-22;-0.31
Hungary;Total;2023-23;-0.3
Hungary;Total;2023-24;-0.4
Hungary;Total;2023-25;1.11
Hungary;Total;2023-26;-1.34
Hungary;Total;2023-27;-0.5
Hungary;Total;2023-28;1.85
Hungary;Total;2023-29;0.35
Hungary;Total;2023-30;-0.56
Hungary;Total;2023-31;-2.01
Hungary;Total;2023-32;-1.76
Hungary;Total;2023-33;1.33
Hungary;Total;2023-34;1.9
Hungary;Total;2023-35;-1.14
Hungary;Total;2023-36;-0.89
Hungary;Total;2023-37;-0.44
Hungary;Total;2023-38;-1.31
Hungary;Total;2023-39;-2.05
Hungary;Total;2023-40;-0.18
Hungary;Total;2023-41;1.51
Hungary;Total;2023-42;1.12
Hungary;Total;2023-43;1.71
Hungary;Total;2023-44;0.65
Hungary;Total;2023-45;-0.18
Hungary;Total;2023-46;0.09
Hungary;Total;2023-47;1.1
Hungary;Total;2023-48;1.42
Hungary;Total;2023-49;2.77
Hungary;Total;2023-50;3.05
Hungary;Total;2023-51;3.78
Hungary;Total;2023-52;2.48
Hungary;Total;2024-01;2.21
Hungary;Total;2024-02;1.33
Hungary;Total;2024-03;2.13
Hungary;Total;2024-04;1.31
Hungary;Total;2024-05;1.86
Hungary;Total;2024-06;2.39
Hungary;Total;2024-07;0.67
Hungary;Total;2024-08;0.62
Hungary;Total;2024-09;0.61
Hungary;Total;2024-10;-0.62
Hungary;Total;2024-11;0.52
Hungary;Total;2024-12;-0.48
Hungary;Total;2024-13;0.25
Hungary;Total;2024-14;0.4
Hungary;Total;2024-15;-0.41
