country;group;week;zscore
Luxembourg;Total;2020-51;1.41
Luxembourg;Total;2020-52;1.96
Luxembourg;Total;2020-53;0.01
Luxembourg;Total;2021-01;0.06
Luxembourg;Total;2021-02;0.13
Luxembourg;Total;2021-03;-0.79
Luxembourg;Total;2021-04;0.81
Luxembourg;Total;2021-05;-0.13
Luxembourg;Total;2021-06;-0.84
Luxembourg;Total;2021-07;0.19
Luxembourg;Total;2021-08;-0.85
Luxembourg;Total;2021-09;-0.03
Luxembourg;Total;2021-10;2.42
Luxembourg;Total;2021-11;1.75
Luxembourg;Total;2021-12;-0.74
Luxembourg;Total;2021-13;-1.19
Luxembourg;Total;2021-14;0.36
Luxembourg;Total;2021-15;-1.2
Luxembourg;Total;2021-16;0.21
Luxembourg;Total;2021-17;1.18
Luxembourg;Total;2021-18;0.33
Luxembourg;Total;2021-19;-2.06
Luxembourg;Total;2021-20;1.15
Luxembourg;Total;2021-21;-1.22
Luxembourg;Total;2021-22;-0.99
Luxembourg;Total;2021-23;0.87
Luxembourg;Total;2021-24;0.85
Luxembourg;Total;2021-25;-0.06
Luxembourg;Total;2021-26;1.38
Luxembourg;Total;2021-27;0.45
Luxembourg;Total;2021-28;1.93
Luxembourg;Total;2021-29;-0.2
Luxembourg;Total;2021-30;-0.79
Luxembourg;Total;2021-31;0.06
Luxembourg;Total;2021-32;0.32
Luxembourg;Total;2021-33;-0.98
Luxembourg;Total;2021-34;-1.42
Luxembourg;Total;2021-35;0.45
Luxembourg;Total;2021-36;1.25
Luxembourg;Total;2021-37;-1.13
Luxembourg;Total;2021-38;-0.84
Luxembourg;Total;2021-39;0.59
Luxembourg;Total;2021-40;1.02
Luxembourg;Total;2021-41;-1.55
Luxembourg;Total;2021-42;-0.55
Luxembourg;Total;2021-43;1.9
Luxembourg;Total;2021-44;1.06
Luxembourg;Total;2021-45;0.88
Luxembourg;Total;2021-46;-0.21
Luxembourg;Total;2021-47;0.2
Luxembourg;Total;2021-48;0.68
Luxembourg;Total;2021-49;-0.49
Luxembourg;Total;2021-50;-0.67
Luxembourg;Total;2021-51;0.87
Luxembourg;Total;2021-52;-0.27
Luxembourg;Total;2022-01;-0.56
Luxembourg;Total;2022-02;-1.17
Luxembourg;Total;2022-03;-1.25
Luxembourg;Total;2022-04;-0.72
Luxembourg;Total;2022-05;-0.59
Luxembourg;Total;2022-06;-0.7
Luxembourg;Total;2022-07;0.05
Luxembourg;Total;2022-08;0.9
Luxembourg;Total;2022-09;-0.61
Luxembourg;Total;2022-10;0.31
Luxembourg;Total;2022-11;-0.64
Luxembourg;Total;2022-12;-0.41
Luxembourg;Total;2022-13;0.32
Luxembourg;Total;2022-14;0.01
Luxembourg;Total;2022-15;-0.22
Luxembourg;Total;2022-16;1.43
Luxembourg;Total;2022-17;1.22
Luxembourg;Total;2022-18;-1.32
Luxembourg;Total;2022-19;-0.19
Luxembourg;Total;2022-20;-0.05
Luxembourg;Total;2022-21;-1.35
Luxembourg;Total;2022-22;2.56
Luxembourg;Total;2022-23;-0.46
Luxembourg;Total;2022-24;1.45
Luxembourg;Total;2022-25;0.03
Luxembourg;Total;2022-26;-1.61
Luxembourg;Total;2022-27;1.9
Luxembourg;Total;2022-28;1.5
Luxembourg;Total;2022-29;0.87
Luxembourg;Total;2022-30;1.87
Luxembourg;Total;2022-31;1.01
Luxembourg;Total;2022-32;1.56
Luxembourg;Total;2022-33;0.97
Luxembourg;Total;2022-34;-1.28
Luxembourg;Total;2022-35;-0.95
Luxembourg;Total;2022-36;-0.53
Luxembourg;Total;2022-37;0.29
Luxembourg;Total;2022-38;-1.04
Luxembourg;Total;2022-39;0.79
Luxembourg;Total;2022-40;-0.61
Luxembourg;Total;2022-41;0.14
Luxembourg;Total;2022-42;0.75
Luxembourg;Total;2022-43;-0.92
Luxembourg;Total;2022-44;-0.38
Luxembourg;Total;2022-45;-0.55
Luxembourg;Total;2022-46;-0.98
Luxembourg;Total;2022-47;-0.18
Luxembourg;Total;2022-48;-0.04
Luxembourg;Total;2022-49;-1.23
Luxembourg;Total;2022-50;-1.86
Luxembourg;Total;2022-51;-1.02
Luxembourg;Total;2022-52;1.56
Luxembourg;Total;2023-01;2.19
Luxembourg;Total;2023-02;0.13
Luxembourg;Total;2023-03;-1.37
Luxembourg;Total;2023-04;-0.75
Luxembourg;Total;2023-05;-2.28
Luxembourg;Total;2023-06;-0.92
Luxembourg;Total;2023-07;-1.37
Luxembourg;Total;2023-08;-1.47
Luxembourg;Total;2023-09;-1.75
Luxembourg;Total;2023-10;-0.46
Luxembourg;Total;2023-11;-0.24
Luxembourg;Total;2023-12;-1.9
Luxembourg;Total;2023-13;-0.21
Luxembourg;Total;2023-14;-0.05
Luxembourg;Total;2023-15;0.02
Luxembourg;Total;2023-16;0.88
Luxembourg;Total;2023-17;-1.18
Luxembourg;Total;2023-18;1.62
Luxembourg;Total;2023-19;1.2
Luxembourg;Total;2023-20;-0.41
Luxembourg;Total;2023-21;-0.17
Luxembourg;Total;2023-22;0.27
Luxembourg;Total;2023-23;-0.48
Luxembourg;Total;2023-24;-0.28
Luxembourg;Total;2023-25;0.76
Luxembourg;Total;2023-26;-0.7
Luxembourg;Total;2023-27;0
Luxembourg;Total;2023-28;-1.2
Luxembourg;Total;2023-29;0.01
Luxembourg;Total;2023-30;0.52
Luxembourg;Total;2023-31;0.69
Luxembourg;Total;2023-32;-0.65
Luxembourg;Total;2023-33;0.03
Luxembourg;Total;2023-34;-0.17
Luxembourg;Total;2023-35;-0.07
Luxembourg;Total;2023-36;-0.3
Luxembourg;Total;2023-37;0.3
Luxembourg;Total;2023-38;-2.24
Luxembourg;Total;2023-39;1.09
Luxembourg;Total;2023-40;-0.39
Luxembourg;Total;2023-41;0.83
Luxembourg;Total;2023-42;-0.03
Luxembourg;Total;2023-43;-1.01
Luxembourg;Total;2023-44;0.66
Luxembourg;Total;2023-45;0.58
Luxembourg;Total;2023-46;0.14
Luxembourg;Total;2023-47;-1.98
Luxembourg;Total;2023-48;-1.05
Luxembourg;Total;2023-49;-0.35
Luxembourg;Total;2023-50;-0.36
Luxembourg;Total;2023-51;0.15
Luxembourg;Total;2023-52;-1.69
Luxembourg;Total;2024-01;-1.46
Luxembourg;Total;2024-02;-1.74
Luxembourg;Total;2024-03;-0.64
Luxembourg;Total;2024-04;-1.29
Luxembourg;Total;2024-05;-1.17
Luxembourg;Total;2024-06;0.67
Luxembourg;Total;2024-07;-0.98
Luxembourg;Total;2024-08;-1.42
Luxembourg;Total;2024-09;-0.28
Luxembourg;Total;2024-10;0.85
Luxembourg;Total;2024-11;-0.47
Luxembourg;Total;2024-12;-1.83
Luxembourg;Total;2024-13;0.01
Luxembourg;Total;2024-14;0.45
Luxembourg;Total;2024-15;-1.63
Luxembourg;Total;2024-16;0.9
Luxembourg;Total;2024-17;-0.7
Luxembourg;Total;2024-18;0.77
Luxembourg;Total;2024-19;-1.35
Luxembourg;Total;2024-20;0.59
Luxembourg;Total;2024-21;-0.85
Luxembourg;Total;2024-22;-0.83
Luxembourg;Total;2024-23;0.03
Luxembourg;Total;2024-24;0.96
Luxembourg;Total;2024-25;-0.88
Luxembourg;Total;2024-26;2.87
Luxembourg;Total;2024-27;2.9
Luxembourg;Total;2024-28;0.84
Luxembourg;Total;2024-29;0
Luxembourg;Total;2024-30;1.02
Luxembourg;Total;2024-31;0.06
Luxembourg;Total;2024-32;0
Luxembourg;Total;2024-33;-0.82
Luxembourg;Total;2024-34;-1.92
Luxembourg;Total;2024-35;0.35
Luxembourg;Total;2024-36;0.74
Luxembourg;Total;2024-37;0.3
Luxembourg;Total;2024-38;-0.79
Luxembourg;Total;2024-39;0.89
Luxembourg;Total;2024-40;-0.18
Luxembourg;Total;2024-41;0.24
Luxembourg;Total;2024-42;0.16
Luxembourg;Total;2024-43;-0.02
Luxembourg;Total;2024-44;-1.82
Luxembourg;Total;2024-45;-2.46
Luxembourg;Total;2024-46;-1.17
Luxembourg;Total;2024-47;-1.3
Luxembourg;Total;2024-48;-1.39
Luxembourg;Total;2024-49;-1.65
Luxembourg;Total;2024-50;-1.08
Malta;Total;2018-52;3.34
Malta;Total;2019-01;3.03
Malta;Total;2019-02;1.96
Malta;Total;2019-03;4.5
Malta;Total;2019-04;3.52
Malta;Total;2019-05;3.09
Malta;Total;2019-06;1.51
Malta;Total;2019-07;0.78
Malta;Total;2019-08;1.67
Malta;Total;2019-09;3.6
Malta;Total;2019-10;1.79
Malta;Total;2019-11;0.14
Malta;Total;2019-12;1.77
Malta;Total;2019-13;0.32
Malta;Total;2019-14;0.48
Malta;Total;2019-15;-0.14
Malta;Total;2019-16;0.73
Malta;Total;2019-17;-0.48
Malta;Total;2019-18;0.56
Malta;Total;2019-19;0.29
Malta;Total;2019-20;-0.47
Malta;Total;2019-21;-2.05
Malta;Total;2019-22;1.06
Malta;Total;2019-23;-1.33
Malta;Total;2019-24;1.37
Malta;Total;2019-25;0.14
Malta;Total;2019-26;1.31
Malta;Total;2019-27;-0.7
Malta;Total;2019-28;0.99
Malta;Total;2019-29;-1.22
Malta;Total;2019-30;0.75
Malta;Total;2019-31;1.16
Malta;Total;2019-32;1.56
Malta;Total;2019-33;-0.26
Malta;Total;2019-34;-1.72
Malta;Total;2019-35;0.4
Malta;Total;2019-36;1.86
Malta;Total;2019-37;0.12
Malta;Total;2019-38;-0.82
Malta;Total;2019-39;-1.54
Malta;Total;2019-40;0.51
Malta;Total;2019-41;-1.65
Malta;Total;2019-42;0.26
Malta;Total;2019-43;0.79
Malta;Total;2019-44;-1.31
Malta;Total;2019-45;-0.24
Malta;Total;2019-46;0.39
Malta;Total;2019-47;0.98
Malta;Total;2019-48;1.09
Malta;Total;2019-49;-0.97
Malta;Total;2019-50;-1.06
Malta;Total;2019-51;0.55
Malta;Total;2019-52;1.71
Malta;Total;2020-01;0.47
Malta;Total;2020-02;2.39
Malta;Total;2020-03;3.62
Malta;Total;2020-04;1.55
Malta;Total;2020-05;0.6
Malta;Total;2020-06;1.74
Malta;Total;2020-07;-0.1
Malta;Total;2020-08;0.08
Malta;Total;2020-09;-0.57
Malta;Total;2020-10;-0.25
Malta;Total;2020-11;1.84
Malta;Total;2020-12;3.08
Malta;Total;2020-13;0.9
Malta;Total;2020-14;0.41
Malta;Total;2020-15;0.69
Malta;Total;2020-16;2.5
Malta;Total;2020-17;-1.9
Malta;Total;2020-18;0.6
Malta;Total;2020-19;0.34
Malta;Total;2020-20;0.2
Malta;Total;2020-21;-1.84
Malta;Total;2020-22;0.15
Malta;Total;2020-23;-0.11
Malta;Total;2020-24;-0.89
Malta;Total;2020-25;-0.42
Malta;Total;2020-26;-2.02
Malta;Total;2020-27;1.09
Malta;Total;2020-28;0.08
Malta;Total;2020-29;0.64
Malta;Total;2020-30;0.21
Malta;Total;2020-31;1.23
Malta;Total;2020-32;1.27
Malta;Total;2020-33;2.35
Malta;Total;2020-34;2.49
Malta;Total;2020-35;1.58
Malta;Total;2020-36;1.58
Malta;Total;2020-37;0.59
Malta;Total;2020-38;0.44
Malta;Total;2020-39;2.45
Malta;Total;2020-40;2.86
Malta;Total;2020-41;1.28
Malta;Total;2020-42;0.1
Malta;Total;2020-43;0.64
Malta;Total;2020-44;2.96
Malta;Total;2020-45;2.52
Malta;Total;2020-46;3.47
Malta;Total;2020-47;2.49
Malta;Total;2020-48;2.98
Malta;Total;2020-49;3.94
Malta;Total;2020-50;3.5
Malta;Total;2020-51;4.12
Malta;Total;2020-52;4.44
Malta;Total;2020-53;2.04
Malta;Total;2021-01;2.23
Malta;Total;2021-02;1.27
Malta;Total;2021-03;4.26
Malta;Total;2021-04;2.01
Malta;Total;2021-05;1.58
Malta;Total;2021-06;1.83
Malta;Total;2021-07;3.4
Malta;Total;2021-08;3.23
Malta;Total;2021-09;3.34
Malta;Total;2021-10;3.11
Malta;Total;2021-11;2.1
Malta;Total;2021-12;1.34
Malta;Total;2021-13;0.55
Malta;Total;2021-14;-0.74
Malta;Total;2021-15;-0.33
Malta;Total;2021-16;-0.85
Malta;Total;2021-17;-1.26
Malta;Total;2021-18;0.03
Malta;Total;2021-19;0.94
Malta;Total;2021-20;0.81
Malta;Total;2021-21;1.14
Malta;Total;2021-22;-1.69
Malta;Total;2021-23;-0.95
Malta;Total;2021-24;0.37
Malta;Total;2021-25;-1.02
Malta;Total;2021-26;3.27
Malta;Total;2021-27;0.51
Malta;Total;2021-28;1.63
Malta;Total;2021-29;0.16
Malta;Total;2021-30;0.09
Malta;Total;2021-31;4.11
Malta;Total;2021-32;3.94
Malta;Total;2021-33;1.63
Malta;Total;2021-34;1.99
Malta;Total;2021-35;1.05
Malta;Total;2021-36;1.4
Malta;Total;2021-37;1.5
Malta;Total;2021-38;-1.43
Malta;Total;2021-39;2.8
Malta;Total;2021-40;0.51
Malta;Total;2021-41;-1.07
Malta;Total;2021-42;2.79
Malta;Total;2021-43;-0.83
Malta;Total;2021-44;0.78
Malta;Total;2021-45;-0.27
Malta;Total;2021-46;1.68
Malta;Total;2021-47;1.56
Malta;Total;2021-48;1.33
Malta;Total;2021-49;0.9
Malta;Total;2021-50;1.92
Malta;Total;2021-51;3.72
Malta;Total;2021-52;2.75
Malta;Total;2022-01;2.36
Malta;Total;2022-02;1.6
Malta;Total;2022-03;4.6
Malta;Total;2022-04;4.35
Malta;Total;2022-05;3.43
Malta;Total;2022-06;3.66
Malta;Total;2022-07;2.48
Malta;Total;2022-08;0.26
Malta;Total;2022-09;2.78
Malta;Total;2022-10;2.25
Malta;Total;2022-11;0.8
Malta;Total;2022-12;0.53
Malta;Total;2022-13;0.58
Malta;Total;2022-14;3.31
Malta;Total;2022-15;0.38
Malta;Total;2022-16;1.01
Malta;Total;2022-17;1.65
Malta;Total;2022-18;0.07
Malta;Total;2022-19;0.16
Malta;Total;2022-20;0.02
Malta;Total;2022-21;-2.11
Malta;Total;2022-22;-0.62
Malta;Total;2022-23;1.48
Malta;Total;2022-24;1.35
Malta;Total;2022-25;0.28
Malta;Total;2022-26;-0.61
Malta;Total;2022-27;2.6
Malta;Total;2022-28;1.33
Malta;Total;2022-29;2.19
Malta;Total;2022-30;0.52
Malta;Total;2022-31;0.56
Malta;Total;2022-32;1.99
Malta;Total;2022-33;0.26
Malta;Total;2022-34;-0.98
Malta;Total;2022-35;0.88
Malta;Total;2022-36;1.58
Malta;Total;2022-37;1.68
Malta;Total;2022-38;-0.79
Malta;Total;2022-39;0.41
Malta;Total;2022-40;1.42
Malta;Total;2022-41;0.65
Malta;Total;2022-42;2.07
Malta;Total;2022-43;0.95
Malta;Total;2022-44;1.64
Malta;Total;2022-45;0.97
Malta;Total;2022-46;1.09
Malta;Total;2022-47;1.4
Malta;Total;2022-48;-0.24
Malta;Total;2022-49;1.17
Malta;Total;2022-50;0.85
Malta;Total;2022-51;2.51
Malta;Total;2022-52;1.14
Malta;Total;2023-01;2.38
Malta;Total;2023-02;2
Malta;Total;2023-03;0.69
Malta;Total;2023-04;3.64
Malta;Total;2023-05;1.24
Malta;Total;2023-06;1.01
Malta;Total;2023-07;0.5
Malta;Total;2023-08;1.36
Malta;Total;2023-09;1.17
Malta;Total;2023-10;1.19
Malta;Total;2023-11;1.51
Malta;Total;2023-12;-0.93
Malta;Total;2023-13;-0.8
Malta;Total;2023-14;0.34
Malta;Total;2023-15;-1.04
Malta;Total;2023-16;-0.3
Malta;Total;2023-17;0.01
Malta;Total;2023-18;0.66
Malta;Total;2023-19;0.87
Malta;Total;2023-20;-0.52
Malta;Total;2023-21;-1.65
Malta;Total;2023-22;-0.44
Malta;Total;2023-23;0.71
Malta;Total;2023-24;-0.97
Malta;Total;2023-25;1.24
Malta;Total;2023-26;-0.66
Malta;Total;2023-27;1.18
Malta;Total;2023-28;2.15
Malta;Total;2023-29;2.54
Malta;Total;2023-30;7.22
Malta;Total;2023-31;0.86
Malta;Total;2023-32;0.78
Malta;Total;2023-33;1.04
Malta;Total;2023-34;0.94
Malta;Total;2023-35;0.83
Malta;Total;2023-36;0.58
Malta;Total;2023-37;1.39
Malta;Total;2023-38;-0.69
Malta;Total;2023-39;-1.64
Malta;Total;2023-40;-0.05
Malta;Total;2023-41;2.09
Malta;Total;2023-42;-0.55
Malta;Total;2023-43;0.79
Malta;Total;2023-44;-0.95
Malta;Total;2023-45;0.14
Malta;Total;2023-46;-0.77
Malta;Total;2023-47;-0.51
Malta;Total;2023-48;-0.83
Malta;Total;2023-49;-0.04
Malta;Total;2023-50;1.2
Malta;Total;2023-51;1.19
Malta;Total;2023-52;1.66
Malta;Total;2024-01;2.58
Malta;Total;2024-02;1.84
Malta;Total;2024-03;3.44
Malta;Total;2024-04;1.68
Malta;Total;2024-05;1.08
Malta;Total;2024-06;1.4
Malta;Total;2024-07;0.91
Malta;Total;2024-08;0.12
Malta;Total;2024-09;-0.79
Malta;Total;2024-10;0.02
Malta;Total;2024-11;-1.43
Malta;Total;2024-12;1.46
Malta;Total;2024-13;-0.01
Malta;Total;2024-14;1.69
Malta;Total;2024-15;0.95
Malta;Total;2024-16;-0.71
Malta;Total;2024-17;-0.75
Malta;Total;2024-18;-1.25
Malta;Total;2024-19;0.22
Malta;Total;2024-20;0.09
Malta;Total;2024-21;0.65
Malta;Total;2024-22;0.75
Malta;Total;2024-23;-0.3
Malta;Total;2024-24;0.84
Malta;Total;2024-25;-0.69
Malta;Total;2024-26;-1.09
Malta;Total;2024-27;0.88
Malta;Total;2024-28;0.27
Malta;Total;2024-29;0.57
Malta;Total;2024-30;2.5
Malta;Total;2024-31;2.23
Malta;Total;2024-32;1.84
Malta;Total;2024-33;0.97
Malta;Total;2024-34;2.11
Malta;Total;2024-35;3.73
Malta;Total;2024-36;2.88
Malta;Total;2024-37;0.75
Malta;Total;2024-38;1.63
Malta;Total;2024-39;1.02
Malta;Total;2024-40;1.9
Malta;Total;2024-41;0.47
Malta;Total;2024-42;-1.06
Malta;Total;2024-43;0.85
Malta;Total;2024-44;0.31
Malta;Total;2024-45;-1.57
Malta;Total;2024-46;-0.13
Malta;Total;2024-47;-0.24
Malta;Total;2024-48;0.13
Malta;Total;2024-49;0.39
Malta;Total;2024-50;0.94
Netherlands;Total;2018-52;-1.17
Netherlands;Total;2019-01;0.15
Netherlands;Total;2019-02;1.82
Netherlands;Total;2019-03;0.78
Netherlands;Total;2019-04;1
Netherlands;Total;2019-05;0.67
Netherlands;Total;2019-06;1.09
Netherlands;Total;2019-07;1.74
Netherlands;Total;2019-08;1.57
Netherlands;Total;2019-09;0.28
Netherlands;Total;2019-10;1.42
Netherlands;Total;2019-11;2.11
Netherlands;Total;2019-12;0.58
Netherlands;Total;2019-13;0.52
Netherlands;Total;2019-14;-0.36
Netherlands;Total;2019-15;-0.12
Netherlands;Total;2019-16;1.51
Netherlands;Total;2019-17;0.98
Netherlands;Total;2019-18;-0.3
Netherlands;Total;2019-19;-0.42
Netherlands;Total;2019-20;0.32
Netherlands;Total;2019-21;1.11
Netherlands;Total;2019-22;-0.13
Netherlands;Total;2019-23;0.09
Netherlands;Total;2019-24;-0.67
Netherlands;Total;2019-25;-0.01
Netherlands;Total;2019-26;1.58
Netherlands;Total;2019-27;0.54
Netherlands;Total;2019-28;0.99
Netherlands;Total;2019-29;-0.85
Netherlands;Total;2019-30;3.56
Netherlands;Total;2019-31;0.7
Netherlands;Total;2019-32;-0.41
Netherlands;Total;2019-33;-0.71
Netherlands;Total;2019-34;-0.76
Netherlands;Total;2019-35;0.87
Netherlands;Total;2019-36;-1.72
Netherlands;Total;2019-37;-0.98
Netherlands;Total;2019-38;-1.86
Netherlands;Total;2019-39;-0.29
Netherlands;Total;2019-40;-0.92
Netherlands;Total;2019-41;0.85
Netherlands;Total;2019-42;0.24
Netherlands;Total;2019-43;-0.17
Netherlands;Total;2019-44;-0.57
Netherlands;Total;2019-45;0.76
Netherlands;Total;2019-46;0.92
Netherlands;Total;2019-47;0.32
Netherlands;Total;2019-48;0.2
Netherlands;Total;2019-49;-0.22
Netherlands;Total;2019-50;0.92
Netherlands;Total;2019-51;1.48
Netherlands;Total;2019-52;-0.72
Netherlands;Total;2020-01;-0.13
Netherlands;Total;2020-02;2.08
Netherlands;Total;2020-03;0.19
Netherlands;Total;2020-04;-0.85
Netherlands;Total;2020-05;0.21
Netherlands;Total;2020-06;0.49
Netherlands;Total;2020-07;0.6
Netherlands;Total;2020-08;-1.5
Netherlands;Total;2020-09;-0.12
Netherlands;Total;2020-10;0.1
Netherlands;Total;2020-11;1.34
Netherlands;Total;2020-12;5.11
Netherlands;Total;2020-13;12.77
Netherlands;Total;2020-14;18.39
Netherlands;Total;2020-15;17.99
Netherlands;Total;2020-16;12.62
Netherlands;Total;2020-17;9.37
Netherlands;Total;2020-18;4.71
Netherlands;Total;2020-19;1.03
Netherlands;Total;2020-20;-0.88
Netherlands;Total;2020-21;-0.71
Netherlands;Total;2020-22;-0.91
Netherlands;Total;2020-23;-1.2
Netherlands;Total;2020-24;-0.91
Netherlands;Total;2020-25;-0.72
Netherlands;Total;2020-26;-0.93
Netherlands;Total;2020-27;-1.05
Netherlands;Total;2020-28;-1.19
Netherlands;Total;2020-29;-2.09
Netherlands;Total;2020-30;-0.54
Netherlands;Total;2020-31;-0.61
Netherlands;Total;2020-32;-0.97
Netherlands;Total;2020-33;4.77
Netherlands;Total;2020-34;1.1
Netherlands;Total;2020-35;-0.35
Netherlands;Total;2020-36;-0.9
Netherlands;Total;2020-37;-0.6
Netherlands;Total;2020-38;-0.97
Netherlands;Total;2020-39;0.52
Netherlands;Total;2020-40;1.37
Netherlands;Total;2020-41;1.35
Netherlands;Total;2020-42;3.04
Netherlands;Total;2020-43;4.97
Netherlands;Total;2020-44;6.89
Netherlands;Total;2020-45;5.66
Netherlands;Total;2020-46;5.28
Netherlands;Total;2020-47;2.58
Netherlands;Total;2020-48;3
Netherlands;Total;2020-49;3.8
Netherlands;Total;2020-50;4.3
Netherlands;Total;2020-51;6.67
Netherlands;Total;2020-52;6.05
Netherlands;Total;2020-53;7.84
Netherlands;Total;2021-01;7.93
Netherlands;Total;2021-02;5.46
Netherlands;Total;2021-03;5.47
Netherlands;Total;2021-04;4.24
Netherlands;Total;2021-05;3.76
Netherlands;Total;2021-06;2.94
Netherlands;Total;2021-07;2.87
Netherlands;Total;2021-08;0.16
Netherlands;Total;2021-09;-0.62
Netherlands;Total;2021-10;0.81
Netherlands;Total;2021-11;-0.85
Netherlands;Total;2021-12;-0.63
Netherlands;Total;2021-13;0.84
Netherlands;Total;2021-14;0.96
Netherlands;Total;2021-15;1.03
Netherlands;Total;2021-16;1.31
Netherlands;Total;2021-17;1.4
Netherlands;Total;2021-18;0.47
Netherlands;Total;2021-19;0.87
Netherlands;Total;2021-20;0.82
Netherlands;Total;2021-21;-0.84
Netherlands;Total;2021-22;1.48
Netherlands;Total;2021-23;0.42
Netherlands;Total;2021-24;0.39
Netherlands;Total;2021-25;-1.49
Netherlands;Total;2021-26;-0.15
Netherlands;Total;2021-27;0.4
Netherlands;Total;2021-28;0.79
Netherlands;Total;2021-29;-0.18
Netherlands;Total;2021-30;1.25
Netherlands;Total;2021-31;1.67
Netherlands;Total;2021-32;0.38
Netherlands;Total;2021-33;0.91
Netherlands;Total;2021-34;1.06
Netherlands;Total;2021-35;0.26
Netherlands;Total;2021-36;2.34
Netherlands;Total;2021-37;0.38
Netherlands;Total;2021-38;-0.19
Netherlands;Total;2021-39;1.49
Netherlands;Total;2021-40;1.15
Netherlands;Total;2021-41;0.83
Netherlands;Total;2021-42;2.62
Netherlands;Total;2021-43;3.38
Netherlands;Total;2021-44;4.33
Netherlands;Total;2021-45;6.43
Netherlands;Total;2021-46;7.95
Netherlands;Total;2021-47;9.31
Netherlands;Total;2021-48;10.64
Netherlands;Total;2021-49;10.17
Netherlands;Total;2021-50;7.15
Netherlands;Total;2021-51;4.5
Netherlands;Total;2021-52;3.61
Netherlands;Total;2022-01;1.36
Netherlands;Total;2022-02;-1.12
Netherlands;Total;2022-03;-0.86
Netherlands;Total;2022-04;-0.79
Netherlands;Total;2022-05;-0.06
Netherlands;Total;2022-06;-0.27
Netherlands;Total;2022-07;0.85
Netherlands;Total;2022-08;0.74
Netherlands;Total;2022-09;-0.17
Netherlands;Total;2022-10;1.38
Netherlands;Total;2022-11;3.51
Netherlands;Total;2022-12;3.99
Netherlands;Total;2022-13;3.69
Netherlands;Total;2022-14;4.04
Netherlands;Total;2022-15;3.8
Netherlands;Total;2022-16;1.42
Netherlands;Total;2022-17;0.78
Netherlands;Total;2022-18;0.93
Netherlands;Total;2022-19;1.18
Netherlands;Total;2022-20;0.74
Netherlands;Total;2022-21;-0.4
Netherlands;Total;2022-22;0.27
Netherlands;Total;2022-23;0.22
Netherlands;Total;2022-24;1.11
Netherlands;Total;2022-25;2.48
Netherlands;Total;2022-26;2.26
Netherlands;Total;2022-27;1.08
Netherlands;Total;2022-28;2.27
Netherlands;Total;2022-29;3.28
Netherlands;Total;2022-30;2.73
Netherlands;Total;2022-31;0.99
Netherlands;Total;2022-32;1.16
Netherlands;Total;2022-33;1.98
Netherlands;Total;2022-34;1.51
Netherlands;Total;2022-35;0.59
Netherlands;Total;2022-36;0.12
Netherlands;Total;2022-37;-1.3
Netherlands;Total;2022-38;0.44
Netherlands;Total;2022-39;2.08
Netherlands;Total;2022-40;2.83
Netherlands;Total;2022-41;2.54
Netherlands;Total;2022-42;2.81
Netherlands;Total;2022-43;1.92
Netherlands;Total;2022-44;0.88
Netherlands;Total;2022-45;-0.02
Netherlands;Total;2022-46;0.2
Netherlands;Total;2022-47;1.65
Netherlands;Total;2022-48;1.58
Netherlands;Total;2022-49;2.96
Netherlands;Total;2022-50;5.94
Netherlands;Total;2022-51;7.37
Netherlands;Total;2022-52;6.62
Netherlands;Total;2023-01;5.64
Netherlands;Total;2023-02;4.22
Netherlands;Total;2023-03;2.58
Netherlands;Total;2023-04;0.61
Netherlands;Total;2023-05;2.09
Netherlands;Total;2023-06;0.69
Netherlands;Total;2023-07;1.61
Netherlands;Total;2023-08;0.84
Netherlands;Total;2023-09;1.52
Netherlands;Total;2023-10;4.07
Netherlands;Total;2023-11;3.35
Netherlands;Total;2023-12;2.71
Netherlands;Total;2023-13;1.22
Netherlands;Total;2023-14;0.47
Netherlands;Total;2023-15;-1.25
Netherlands;Total;2023-16;0.61
Netherlands;Total;2023-17;-2.33
Netherlands;Total;2023-18;-0.93
Netherlands;Total;2023-19;-0.86
Netherlands;Total;2023-20;-1.45
Netherlands;Total;2023-21;-0.63
Netherlands;Total;2023-22;-1.33
Netherlands;Total;2023-23;0.98
Netherlands;Total;2023-24;2.29
Netherlands;Total;2023-25;0.59
Netherlands;Total;2023-26;-0.45
Netherlands;Total;2023-27;-1.55
Netherlands;Total;2023-28;0.15
Netherlands;Total;2023-29;-1.5
Netherlands;Total;2023-30;0.05
Netherlands;Total;2023-31;-1.47
Netherlands;Total;2023-32;-0.41
Netherlands;Total;2023-33;-0.22
Netherlands;Total;2023-34;-0.63
Netherlands;Total;2023-35;-1.15
Netherlands;Total;2023-36;-0.29
Netherlands;Total;2023-37;-0.94
Netherlands;Total;2023-38;-0.32
Netherlands;Total;2023-39;0.22
Netherlands;Total;2023-40;0.24
Netherlands;Total;2023-41;-0.2
Netherlands;Total;2023-42;-0.12
Netherlands;Total;2023-43;2.25
Netherlands;Total;2023-44;2.42
Netherlands;Total;2023-45;2.58
Netherlands;Total;2023-46;1.35
Netherlands;Total;2023-47;0.02
Netherlands;Total;2023-48;1.99
Netherlands;Total;2023-49;2.17
Netherlands;Total;2023-50;2.21
Netherlands;Total;2023-51;4.24
Netherlands;Total;2023-52;0.46
Netherlands;Total;2024-01;2.3
Netherlands;Total;2024-02;1.61
Netherlands;Total;2024-03;3.16
